1549467360000,7.866,7.880446666666667,7.88193,0.011239135000326349,7.89341,1.02418,1.0244466666666667,1.02442,0.00022939534045442414,1.02474,3
1549467370000,7.79994,7.94151375,7.9235299999999995,0.11859453433205695,8.16555,1.0261,1.02666625,1.02671,0.00042819205679228993,1.02736,8
1549467380000,8.04148,8.104553333333333,8.084855000000001,0.06035305893011747,8.1899,1.02605,1.0266533333333334,1.026795,0.0003060864075533483,1.0269,6
1549467390000,8.06059,8.180007272727273,8.18013,0.06313298937249406,8.29617,1.0266,1.0299581818181818,1.03024,0.0022472238152958877,1.03267,11
1549467400000,8.14702,8.51586125,8.420345000000001,0.3075551892521691,9.03364,1.03258,1.03664125,1.035425,0.003263749521256141,1.04181,8
1549467410000,7.93494,8.27093,8.05896,0.3385434862269051,8.86292,1.0439,1.0460855555555555,1.04647,0.0008849370487480275,1.04696,9
1549467420000,7.94831,7.979686,7.98065,0.02742030824042631,8.02276,1.04788,1.04819,1.04823,0.0001660120477555973,1.04835,5
1549467430000,8.11501,8.1333,8.134155,0.016310951842243963,8.14988,1.04912,1.0499675,1.0499749999999999,0.0006250349990200036,1.0508,4
1549467440000,8.16006,8.16255,8.16255,0.002489999999999881,8.16504,1.05031,1.05049,1.05049,0.00017999999999995797,1.05067,2
1549467450000,8.14997,8.383715555555556,8.45639,0.14601252336785014,8.53897,1.05001,1.0528177777777779,1.05273,0.0021966630135415964,1.05633,9
1549467460000,8.46916,8.480676666666668,8.48085,0.009333360714245412,8.49202,1.0559,1.0559566666666667,1.05594,5.4365021434313124e-05,1.05603,3
1549467470000,8.46931,8.700735294117647,8.6274,0.1573893774395078,8.95342,1.05595,1.0594188235294117,1.06075,0.0024302986559461156,1.06241,17
1549467480000,8.70152,8.7129475,8.71396,0.007843919221282166,8.72235,1.06003,1.0601625000000001,1.060145,0.00011986972094733876,1.06033,4
1549467490000,7.91631,8.09219625,8.061945,0.15083379300056565,8.55931,1.06132,1.067108125,1.067485,0.0032914552608800615,1.07197,16
1549467500000,7.4066,7.63921,7.72386,0.16346875138692393,7.83487,1.06934,1.070396,1.07046,0.000856892058546454,1.07169,5
1549467510000,7.48186,7.52735,7.52735,0.04549000000000003,7.57284,1.07178,1.072025,1.072025,0.00024500000000005073,1.07227,2
1549467520000,7.60824,7.7487,7.66665,0.15913507281551734,7.97121,1.07254,1.07279,1.07273,0.0002325224003545642,1.0731,3
1549467530000,8.16441,8.20019,8.20019,0.03577999999999992,8.23597,1.07424,1.0744600000000002,1.0744600000000002,0.00021999999999999797,1.07468,2
1549467540000,8.31389,8.3213925,8.314535,0.012252845332819699,8.34261,1.07483,1.07639,1.076465,0.0012741075307838386,1.0778,4
1549467550000,8.28052,8.629965555555556,8.67191,0.13022641915876237,8.73423,1.07774,1.0831977777777777,1.08375,0.0019484340024051286,1.08435,9
1549467560000,8.59168,8.6848925,8.671455,0.08265821476870892,8.80498,1.08465,1.0856325,1.0855299999999999,0.0009671187879469288,1.08682,4
1549467570000,8.70551,8.86816111111111,8.85906,0.1034156852969224,9.00417,1.0896,1.0933322222222221,1.09339,0.0019355147335917335,1.097,9
1549467580000,8.60644,8.70401,8.64555,0.12436915802025314,8.96861,1.09709,1.0982699999999999,1.098605,0.0008747380560297657,1.09921,6
1549467590000,8.53704,8.681509,8.694775,0.06974629272585044,8.76001,1.09947,1.102005,1.10225,0.0011259329464937205,1.10314,10
1549467600000,8.57535,8.64262,8.622365,0.06831353940959754,8.78413,1.1033,1.1053366666666666,1.1049950000000002,0.0014721488451315777,1.10734,6
1549467610000,8.03611,8.2509725,8.23762,0.18858892608992162,8.53465,1.10715,1.10798625,1.10806,0.000561314027528265,1.1086,8
1549467630000,8.42644,8.477576666666666,8.473175,0.030947153162914912,8.51706,1.10862,1.1093916666666668,1.10897,0.0008905881327652597,1.11112,6
1549467640000,8.56857,8.570920000000001,8.570920000000001,0.0023500000000007404,8.57327,1.11347,1.113615,1.113615,0.00014500000000006175,1.11376,2
1549467650000,8.37919,8.492146250000001,8.500710000000002,0.048891591541261215,8.54236,1.11291,1.1151725,1.115405,0.0010499017811205103,1.11633,8
1549467660000,7.84921,8.331771818181819,8.29594,0.42309126766988747,8.98189,1.1161,1.1221736363636363,1.12342,0.0026698698392763815,1.12549,11
1549467670000,8.34623,8.873065555555556,8.94611,0.23286271621380047,9.15518,1.12632,1.1342177777777778,1.13374,0.004402271579733406,1.14215,9
1549467680000,8.02282,8.746024,8.86386,0.34039919123288204,9.31672,1.14316,1.1497168,1.14971,0.004003171462728023,1.15555,25
1549467690000,7.63194,8.44101625,7.989835,0.8308866906946081,9.7842,1.15243,1.1560025,1.153445,0.003960460042722283,1.16246,8
1549467700000,8.75421,9.4009,9.486905,0.46395308399664675,9.87558,1.16237,1.1633375,1.1633149999999999,0.0009160615426924494,1.16435,4
1549467710000,8.3136,8.352833333333333,8.36502,0.028397719783266138,8.37988,1.16366,1.1642033333333333,1.16425,0.0004258586098174002,1.1647,3
1549467720000,8.03754,8.120366,8.11574,0.08090126021268126,8.25536,1.1622,1.16285,1.16296,0.00033561883141447984,1.16316,5
1549467730000,7.97164,8.010818,7.9944,0.0397682870639411,8.08618,1.16174,1.162314,1.16239,0.0003647793853824308,1.16281,5
1549467740000,8.06488,8.135421428571428,8.14339,0.0423385060903096,8.18807,1.15936,1.1604271428571429,1.16033,0.0007766542581707317,1.16199,7
1549467750000,8.16645,8.178523333333333,8.17462,0.011779293508337214,8.1945,1.15979,1.16008,1.15997,0.0002922327839240033,1.16048,3
1549467760000,8.35353,8.357543333333334,8.35754,0.0032782346197650853,8.36156,1.16016,1.16038,1.16045,0.0001589549202341979,1.16053,3
1549467770000,8.01237,8.207297777777777,8.17377,0.1359422549612541,8.40941,1.1591,1.1603011111111112,1.1605,0.0007061388664883413,1.16113,9
1549467780000,8.21977,8.80201375,8.832619999999999,0.2838682828768255,9.30505,1.16048,1.17133,1.17495,0.0055345946102673075,1.17711,16
1549467790000,8.92,9.2403275,9.237025,0.29358711904433066,9.56726,1.17598,1.1762375,1.17629,0.00015990231392947472,1.17639,4
1549467800000,8.6286,8.706725,8.70343,0.05777730068980349,8.79144,1.17586,1.17618,1.176155,0.0002524876234590791,1.17655,4
1549467810000,8.01882,8.269126923076923,8.27241,0.19154817073939776,8.61448,1.17424,1.1757776923076924,1.17591,0.0008349311703198094,1.17722,13
1549467820000,8.11768,8.417301818181818,8.39484,0.2532373104715734,8.83165,1.17623,1.1779863636363637,1.17685,0.0018570126191731976,1.18153,11
1549467830000,8.46945,8.577145714285715,8.57023,0.06714913292858837,8.69679,1.18152,1.1823757142857143,1.18248,0.0005564134419362733,1.18302,7
1549467840000,8.2706,8.422559999999999,8.40472,0.13196230168751455,8.59236,1.18259,1.1842466666666667,1.18416,0.0013893963517377964,1.18599,3
1549467850000,8.03593,8.32567,8.327915,0.18705407154973477,8.6307,1.18533,1.187515,1.18708,0.001434262295862671,1.19057,12
1549467860000,7.81581,8.187395714285714,8.24595,0.3096499984478857,8.63775,1.19064,1.1970657142857142,1.19789,0.0034924934078794977,1.20107,7
1549467870000,8.61433,9.15379,9.16147,0.34681559525818006,9.52547,1.20151,1.205552857142857,1.20559,0.002997059102738212,1.20951,7
1549467880000,7.87423,8.198922307692309,7.99338,0.3792437670326781,9.08698,1.0331,1.0750423076923077,1.03346,0.07497910059105667,1.21239,13
