si\µ;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
0.2;-0.049925580000000004;-0.050692980000000006;-0.050577279999999995;-0.05048388;-0.05049248;-0.050506779999999994;-0.050499079999999995;-0.050499579999999995;-0.05049938;-0.05049938;-0.05049947999999999;-0.05049947999999999;-0.05049947999999999;-0.05049947999999999;-0.05049947999999999
0.3;-0.048557779999999995;-0.048988279999999995;-0.048998879999999995;-0.04908828;-0.04907038;-0.04907578;-0.04907148;-0.049072279999999996;-0.04907238;-0.049072080000000004;-0.049072080000000004;-0.049072080000000004;-0.049072080000000004;-0.049072080000000004;-0.049072080000000004
0.4;-0.046338519999999994;-0.04582301999999999;-0.04596372;-0.04597891999999999;-0.04600111999999999;-0.04600301999999999;-0.04600161999999999;-0.04600111999999999;-0.04600111999999999;-0.04600111999999999;-0.04600111999999999;-0.04600111999999999;-0.04600111999999999;-0.04600111999999999;-0.04600111999999999
0.5;-0.041415999999999994;-0.0412409;-0.0413573;-0.0412945;-0.0413077;-0.041303099999999995;-0.041303999999999993;-0.0413038;-0.041303900000000004;-0.041303999999999993;-0.041303900000000004;-0.041303900000000004;-0.041303900000000004;-0.041303900000000004;-0.041303900000000004
0.6;-0.034938720000000006;-0.03491492;-0.03511952;-0.03504312;-0.03506252;-0.035055920000000004;-0.03505772;-0.03505682;-0.03505672;-0.03505672;-0.03505672;-0.03505672;-0.03505672;-0.03505672;-0.03505672
0.7;-0.02723318000000001;-0.027297180000000018;-0.027406180000000016;-0.027421180000000017;-0.02740018000000001;-0.02740118000000001;-0.027402180000000012;-0.02740118000000001;-0.02740118000000001;-0.02740118000000001;-0.02740118000000001;-0.02740118000000001;-0.02740118000000001;-0.02740118000000001;-0.02740118000000001
0.8;-0.018389079999999974;-0.018542079999999975;-0.018558079999999977;-0.01853707999999997;-0.018544079999999977;-0.018549079999999968;-0.018548079999999967;-0.018548079999999967;-0.018548079999999967;-0.018548079999999967;-0.018548079999999967;-0.018548079999999967;-0.018548079999999967;-0.018548079999999967;-0.018548079999999967
0.9;-0.008570019999999984;-0.00874201999999999;-0.008729020000000004;-0.008768019999999987;-0.00877001999999999;-0.008772019999999991;-0.00877101999999999;-0.00877001999999999;-0.00877101999999999;-0.00877101999999999;-0.00877101999999999;-0.00877101999999999;-0.00877101999999999;-0.00877101999999999;-0.00877101999999999
1.0;0.0014929999999999943;0.0016110000000000013;0.0015939999999999843;0.0016089999999999993;0.0016069999999999973;0.0016049999999999953;0.0016059999999999963;0.0016059999999999963;0.0016059999999999963;0.0016059999999999963;0.0016059999999999963;0.0016059999999999963;0.0016059999999999963;0.0016059999999999963;0.0016059999999999963
1.1;0.012246980000000046;0.012312980000000029;0.012236980000000036;0.01222998000000003;0.012215980000000043;0.01221998000000002;0.012218980000000046;0.012218980000000046;0.012218980000000046;0.012218980000000046;0.012218980000000046;0.012218980000000046;0.012218980000000046;0.012218980000000046;0.012218980000000046
1.2;0.022778920000000008;0.02264092000000001;0.02270491999999999;0.022700920000000013;0.022690920000000003;0.022690920000000003;0.02268892;0.02268892;0.02268892;0.02268892;0.02268892;0.02268892;0.02268892;0.02268892;0.02268892
1.3;0.03255682000000007;0.03267482000000008;0.03259582000000008;0.03262982000000006;0.03263282000000006;0.032636820000000066;0.032635820000000065;0.032635820000000065;0.032635820000000065;0.032635820000000065;0.032635820000000065;0.032635820000000065;0.032635820000000065;0.032635820000000065;0.032635820000000065
